,pathogen,disease,symptoms
1616,Neisseria weaveri N.,"Wound infections, abscesses, endocarditis, meningitis, bacteraemia",
1617,Neisseria zoodegmatis N.,"Wound infections, abscesses, endocarditis, meningitis, bacteraemia",
1618,Neocucurbitaria unguis-hominis N.,,
1619,Neodeightonia subglobosa N.,,
1620,Neorickettsia sennetsu N.,sennetsu fever;Sennetsu fever,
1621,Neoscytalidium dimidiatum N.,,
1622,Neotestudina rosatii N.,,
1623,Neotoma albigula N.,Whitewater Arroyo hemorrhagic fever,
1624,Neurospora sitophila N.,,
1625,New York virus NYV,,
1626,Newcastle disease virus NDV,Newcastle disease,
1627,Nigrospora sphaerica N.,,
1628,Nipah henipavirus NHV,,
1629,Nipah virus NV,Nipah viral infection,
1630,Nocardia abscessus N.,"Nocardiosis (including bacteraemia, pulmonary and soft tissue infections)",
1631,Nocardia africana N.,"Nocardiosis (including bacteraemia, pulmonary and soft tissue infections)",
1632,Nocardia anaemiae N.,"Nocardiosis (including bacteraemia, pulmonary and soft tissue infections)",
1633,Nocardia aobensis N.,"Nocardiosis (including bacteraemia, pulmonary and soft tissue infections)",
1634,Nocardia araoensis N.,"Nocardiosis (including bacteraemia, pulmonary and soft tissue infections)",
1635,Nocardia arthritidis N.,"Nocardiosis (including bacteraemia, pulmonary and soft tissue infections)",
1636,Nocardia asiatica N.,"Nocardiosis (including bacteraemia, pulmonary and soft tissue infections)",
1637,Nocardia asteroides N.,"Nocardiosis (including bacteraemia, pulmonary and soft tissue infections)",
1638,Nocardia beijingensis N.,"Nocardiosis (including bacteraemia, pulmonary and soft tissue infections)",
1639,Nocardia brasiliensis N.,"Nocardiosis (including bacteraemia, pulmonary and soft tissue infections)",
1640,Nocardia brevicatena N.,"Nocardiosis (including bacteraemia, pulmonary and soft tissue infections)",
1641,Nocardia carnea N.,"Nocardiosis (including bacteraemia, pulmonary and soft tissue infections)",
1642,Nocardia concava N.,"Nocardiosis (including bacteraemia, pulmonary and soft tissue infections)",
1643,Nocardia cyriacigeorgica N.,"Nocardiosis (including bacteraemia, pulmonary and soft tissue infections)",
1644,Nocardia elegans N.,"Nocardiosis (including bacteraemia, pulmonary and soft tissue infections)",
1645,Nocardia exalbida N.,"Nocardiosis (including bacteraemia, pulmonary and soft tissue infections)",
1646,Nocardia farcinica N.,"Nocardiosis (including bacteraemia, pulmonary and soft tissue infections)",
1647,Nocardia higoensis N.,"Nocardiosis (including bacteraemia, pulmonary and soft tissue infections)",
1648,Nocardia inohanensis N.,"Nocardiosis (including bacteraemia, pulmonary and soft tissue infections)",
1649,Nocardia kruczakiae N.,"Nocardiosis (including bacteraemia, pulmonary and soft tissue infections)",
1650,Nocardia mexicana N.,"Nocardiosis (including bacteraemia, pulmonary and soft tissue infections)",
1651,Nocardia niigatensis N.,"Nocardiosis (including bacteraemia, pulmonary and soft tissue infections)",
1652,Nocardia ninae N.,"Nocardiosis (including bacteraemia, pulmonary and soft tissue infections)",
1653,Nocardia nova N.,"Nocardiosis (including bacteraemia, pulmonary and soft tissue infections)",
1654,Nocardia otitidiscaviarum N.,"Nocardiosis (including bacteraemia, pulmonary and soft tissue infections)",
1655,Nocardia paucivorans N.,,
1656,Nocardia pneumoniae N.,,
1657,Nocardia pseudobrasiliensis N.,,
1658,Nocardia puris N.,,
1659,Nocardia sienata N.,,
1660,Nocardia takedensis N.,,
1661,Nocardia testacea N.,,
1662,Nocardia thailandica N.,,
1663,Nocardia transvalensis N.,,
1664,Nocardia vermiculata N.,,
1665,Nocardia veterana N.,,
1666,Nocardia yamanashiensis N.,,
1667,Nocardiopsis dassonvillei N.,"Mycetoma, cutaneous infection, pulmonary infection, conjunctivitis",
1668,Nocardiopsis synnemataformans N.,"Mycetoma, cutaneous infection, pulmonary infection, conjunctivitis",
1669,Norovirus NV,,
1670,Nounane virus NV,,
1671,Nova orthohantavirus NOV,,
1672,Ntaya virus NV,,
1673,Nyando orthobunyavirus NOV,,
1674,O'nyong-nyong virus NV,,
1675,Ochlerotatus triseriatus O.,La Crosse encephalitis,
1676,Ochrobactrum anthropi O.,"Bacteraemia, endophthalmitis, liver abscess",
1677,Ochrobactrum intermedium O.,"Bacteraemia, endophthalmitis, liver abscess",
1678,Ochrocladosporium elatum O.,,
1679,Ochroconis constricta O.,,
1680,Ochroconis humicola O.,,
1681,Ochroconis tshawytschae O.,,
1682,Odoribacter splanchnicus O.,"Abscesses, bacteraemia, bite infections, wound infections, chronic otitis media, pelvic inflammatory disease, neonatal sepsis",
1683,Oerskovia turbata O.,"Bacteraemia, endocarditis",
1684,Oidiodendron cerealis O.,,
1685,Oligella ureolytica O.,"UTI, septicaemia",
1686,Oligella urethralis O.,"UTI, septicaemia",
1687,Oligoryzomys longicaudatus O.,hantavirus pulmonary syndrome,
1688,Oliveros mammarenavirus OMV,,
1689,Olsenella uli O.,,
1690,Omsk hemorrhagic fever virus OHFV,Omsk hemorrhagic fever,
1691,Oncorhynchus mykiss O.,rainbow trout allergy,
1692,Ophidiomyces ophiodiicola O.,,
1693,Ophiostoma piceae O.,,
1694,Orf virus OV,contagious pustular dermatitis,
1695,Oriboca orthobunyavirus OOV,,
1696,Orientia tsutsugamushi O.,scrub typhus;Scrub typhus,
1697,Ornithodoros parkeri O.,tick-borne relapsing fever,
1698,Ornithodoros savignyi O.,Alkhurma hemorrhagic fever,
1699,Oropouche orthobunyavirus OOV,,
1700,Oropouche virus OV,Oropouche fever,
1701,Orthohepevirus A OAV,,
1702,Orthohepevirus D ODV,,
1703,Oryzomys palustris O.,hantavirus pulmonary syndrome,
1704,Oxyporus corticola O.,,
1705,Paenibacillus alvei P.,"Septicaemia, meningitis, pneumonia",
1706,Paenibacillus macerans P.,"Septicaemia, meningitis, pneumonia",
1707,Paenibacillus polymyxa P.,"Septicaemia, meningitis, pneumonia",
1708,Paenibacillus popilliae P.,"Septicaemia, meningitis, pneumonia",
1709,Paeniclostridium ghonii P.,"Wound infection, bacteraemia, abscesses",
1710,Paeniclostridium sordellii P.,"Wound infection, bacteraemia, abscesses",
1711,Palm Creek virus PCV,,
1712,Pannonibacter phragmitetus P.,,
1713,Pantoea agglomerans P.,"Bacteraemia, endocarditis, wound infection, cellulitis, alligator-bite infection, endophthalmitis",
1714,Pantoea ananatis P.,"Bacteraemia, endocarditis, wound infection, cellulitis, alligator-bite infection, endophthalmitis",
1715,Pantoea dispersa P.,"Bacteraemia, endocarditis, wound infection, cellulitis, alligator-bite infection, endophthalmitis",
1716,Papiliotrema laurentii P.,,
1717,Papulaspora equi P.,,
1718,Parabacteroides distasonis P.,Abscesses,
1719,Parabacteroides goldsteinii P.,Abscesses,
1720,Parabacteroides merdae P.,Abscesses,
1721,Paraburkholderia fungorum P.,"Septic arthritis, bacteraemia, meningitis",
1722,Parachlamydia acanthamoebae P.,Humidifier fever,
1723,Paraclostridium bifermentans P.,"Wound infection, bacteraemia, abscesses",
1724,Paracoccidioides brasiliensis P.,paracoccidioidomycosis,
1725,Paracoccidioides lutzii P.,,
1726,Paracoccus yeei P.,Bacteraemia,
1727,Paraeggerthella hongkongensis P.,"Rectal abscess, bacteraemia",
1728,Parana mammarenavirus PMV,,
1729,Paraphyton cookei P.,,
1730,Parengyodontium album P.,,
1731,Parramatta River virus PRV,,
1732,Parvimonas micra P.,,
1733,Pasteurella aerogenes P.,"Wound infection, septicaemia, abscesses, pneumonia, endocarditis, meningitis",
1734,Pasteurella bettyae P.,"Wound infection, septicaemia, abscesses, pneumonia, endocarditis, meningitis",
1735,Pasteurella canis P.,"Wound infection, septicaemia, abscesses, pneumonia, endocarditis, meningitis",
1736,Pasteurella dagmatis P.,"Wound infection, septicaemia, abscesses, pneumonia, endocarditis, meningitis",
1737,Pasteurella multocida P.,pasteurellosis,
1738,Pasteurella multocida subsp. gallicida P.,"Wound infection, septicaemia, abscesses, pneumonia, endocarditis, meningitis",
1739,Pasteurella multocida subsp. multocida P.,"Wound infection, septicaemia, abscesses, pneumonia, endocarditis, meningitis",
1740,Pasteurella multocida subsp. septica P.,"Wound infection, septicaemia, abscesses, pneumonia, endocarditis, meningitis",
1741,Pasteurella stomatis P.,"Wound infection, septicaemia, abscesses, pneumonia, endocarditis, meningitis",
1742,Pediculus humanus P.,louse-borne relapsing fever,
1743,Pediculus humanus corporis P.,epidemic typhus;trench fever,
1744,Pediococcus acidilactici P.,"Bacteraemia, abscesses, pulmonary infection",
1745,Pediococcus damnosus P.,"Bacteraemia, abscesses, pulmonary infection",
1746,Pediococcus parvulus P.,"Bacteraemia, abscesses, pulmonary infection",
1747,Pediococcus pentosaceus P.,"Bacteraemia, abscesses, pulmonary infection",
1748,Pegivirus C PCV,,
1749,Pegivirus H PHV,,
1750,Penaeus monodon P.,tiger prawn allergy,
1751,Penicillium aurantiogriseum P.,,
1752,Penicillium brevicompactum P.,,
1753,Penicillium chrysogenum P.,,
1754,Penicillium citrinum P.,,
1755,Penicillium commune P.,,
1756,Penicillium decumbens P.,,
1757,Penicillium expansum P.,,
1758,Penicillium griseofulvum P.,,
1759,Penicillium spinulosum P.,,
1760,Peptococcus niger P.,Abdominal sepsis,
1761,Peptoniphilus asaccharolyticus P.,"Mixed anaerobic infections, abscesses",
1762,Peptoniphilus harei P.,"Mixed anaerobic infections, abscesses",
1763,Peptoniphilus indolicus P.,"Mixed anaerobic infections, abscesses",
1764,Peptoniphilus ivorii P.,"Mixed anaerobic infections, abscesses",
1765,Peptoniphilus lacrimalis P.,"Mixed anaerobic infections, abscesses",
1766,Peptostreptococcus anaerobius P.,"Mixed anaerobic infections, abscesses, endocarditis",
1767,Peptostreptococcus stomatis P.,"Mixed anaerobic infections, abscesses, endocarditis",
1768,Petriella setifera P.,,
1769,Phaeoacremonium alvesii P.,,
1770,Phaeoacremonium amstelodamense P.,,
1771,Phaeoacremonium griseorubrum P.,,
1772,Phaeoacremonium inflatipes P.,,
1773,Phaeoacremonium krajdenii P.,,
1774,Phaeoacremonium parasiticum P.,,
1775,Phaeoacremonium rubrigenum P.,,
1776,Phaeoacremonium sphinctrophorum P.,,
1777,Phaeoacremonium tardicrescens P.,,
1778,Phaeoacremonium venezuelense P.,,
1779,Phaeoannellomyces P.,phaeohyphomycosis,
1780,Phaeoisaria clematidis P.,,
1781,Phaeosclera dematioides P.,,
1782,Phaeotrichoconis crotalariae P.,,
1783,Phanerochaete chrysosporium P.,,
1784,Phialemoniopsis curvata P.,,
1785,Phialemoniopsis ocularis P.,,
1786,Phialemonium atrogriseum P.,,
1787,Phialemonium obovatum P.,,
1788,Phialophora <Chaetothyriales> P.,phaeohyphomycosis,
1789,Phialophora americana P.,,
1790,Phialophora cyanescens P.,,
1791,Phialophora verrucosa P.,,
1792,Phlebotomus papatasi P.,Phlebotomus fever,
1793,Phoma eupyrena P.,,
1794,Phoma herbarum P.,,
1795,Photobacterium damselae P.,"Necrotizing wound infection, bacteraemia",
1796,Photorhabdus luminescens P.,"Bacteraemia, wound infection",
1797,Pichia fermentans P.,,
1798,Pichia kudriavzevii P.,,
1799,Pichia norvegensis P.,,
1800,Pichinde mammarenavirus PMV,,
1801,Piedraia hortae P.,,
1802,Pirital mammarenavirus PMV,,
1803,Plasmodium P.,parasitic protozoa infectious disease;malaria,
1804,Plasmodium falciparum P.,malaria;Plasmodium falciparum malaria,
1805,Plasmodium ovale P.,malaria;Plasmodium ovale malaria,
1806,Plasmodium vivax P.,malaria;Plasmodium vivax malaria,
1807,Plectosphaerella cucumerina P.,,
1808,Plesiomonas shigelloides P.,"Gastroenteritis, septicaemia, meningitis, endophthalmitis",
1809,Pleurostoma repens P.,,
1810,Pleurostoma richardsiae P.,,
1811,Pluralibacter gergoviae P.,"Bacteraemia, respiratory tract infections, UTI",
1812,Pneumocystis carinii P.,,
1813,Pneumocystis jirovecii P.,pneumocystosis,
1814,Pneumocystis murina P.,,
1815,Pneumocystis oryctolagi P.,,
1816,Pneumocystis wakefieldiae P.,,
1817,Porphyromonas asaccharolytica P.,"Mixed anaerobic infections at various sites, periodontitis, human and animal bites",
1818,Porphyromonas cangingivalis P.,"Mixed anaerobic infections at various sites, periodontitis, human and animal bites",
1819,Porphyromonas canoris P.,"Mixed anaerobic infections at various sites, periodontitis, human and animal bites",
1820,Porphyromonas catoniae P.,"Mixed anaerobic infections at various sites, periodontitis, human and animal bites",
1821,Porphyromonas circumdentaria P.,"Mixed anaerobic infections at various sites, periodontitis, human and animal bites",
1822,Porphyromonas crevioricanis P.,"Mixed anaerobic infections at various sites, periodontitis, human and animal bites",
1823,Porphyromonas endodontalis P.,"Mixed anaerobic infections at various sites, periodontitis, human and animal bites",
1824,Porphyromonas gingivalis P.,,
1825,Porphyromonas gingivicanis P.,,
1826,Porphyromonas levii P.,,
1827,Porphyromonas macacae P.,,
1828,Porphyromonas somerae P.,,
1829,Porphyromonas uenonis P.,,
1830,Powassan virus PV,Powassan encephalitis,
1831,Prevotella bergensis P.,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection",
1832,Prevotella bivia P.,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection",
1833,Prevotella buccae P.,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection",
1834,Prevotella buccalis P.,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection",
1835,Prevotella corporis P.,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection",
1836,Prevotella dentalis P.,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection",
1837,Prevotella denticola P.,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection",
1838,Prevotella disiens P.,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection",
1839,Prevotella enoeca P.,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection",
1840,Prevotella intermedia P.,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection",
1841,Prevotella loescheii P.,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection",
1842,Prevotella melaninogenica P.,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection",
1843,Prevotella multiformis P.,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection",
1844,Prevotella multisaccharivorax P.,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection",
1845,Prevotella nigrescens P.,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection",
1846,Prevotella oralis P.,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection",
1847,Prevotella oris P.,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection",
1848,Prevotella oulorum P.,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection",
1849,Prevotella timonensis P.,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection",
1850,Prevotella veroralis P.,"Abscesses, bacteraemia, wound infection, bite infections, genital tract infections, periodontitis, endodontic infection",
1851,Primate T-lymphotropic virus 1 PTLV,,
1852,Primate T-lymphotropic virus 2 PTLV,,
1853,Primate bocaparvovirus 1 PBV,,
1854,Primate erythroparvovirus 1 PEV,,
1855,Propionibacterium propionicum P.,actinomycosis,
1856,Propionimicrobium lymphophilum P.,UTI,
1857,Proteus mirabilis P.,"UTI, bacteraemia, wound infection, abscesses",
1858,Proteus penneri P.,"UTI, bacteraemia, wound infection, abscesses",
1859,Proteus vulgaris P.,"UTI, bacteraemia, wound infection, abscesses",
1860,Providencia alcalifaciens P.,"UTI, wound infection, bacteraemia",
1861,Providencia rettgeri P.,"UTI, wound infection, bacteraemia",
1862,Providencia rustigianii P.,"UTI, wound infection, bacteraemia",
1863,Providencia stuartii P.,"UTI, wound infection, bacteraemia",
1864,Pseudarthrobacter oxydans P.,"UTI, bacteraemia, skin infection",
1865,Pseudarthrobacter scleromae P.,"UTI, bacteraemia, skin infection",
1866,Pseudeurotium ovale P.,,
1867,Pseudochaetosphaeronema larense P.,,
1868,Pseudocowpox virus PV,milker's nodule,
1869,Pseudoflavonifractor capillosus P.,"Abscesses, bacteraemia, bite infections, wound infections, chronic otitis media, pelvic inflammatory disease, neonatal sepsis",
1870,Pseudoglutamicibacter albus P.,"UTI, bacteraemia, skin infection",
1871,Pseudoglutamicibacter cumminsii P.,"UTI, bacteraemia, skin infection",
1872,Pseudogymnoascus destructans P.,,
1873,Pseudogymnoascus pannorum P.,,
1874,Pseudomonas aeruginosa P.,"Bacteraemia, UTI, wound infection, abscesses, septic arthritis, conjunctivitis, endocarditis, meningitis, otitis",
1875,Pseudomonas alcaligenes P.,"Bacteraemia, UTI, wound infection, abscesses, septic arthritis, conjunctivitis, endocarditis, meningitis, otitis",
1876,Pseudomonas chlororaphis P.,"Bacteraemia, UTI, wound infection, abscesses, septic arthritis, conjunctivitis, endocarditis, meningitis, otitis",
1877,Pseudomonas fluorescens P.,"Bacteraemia, UTI, wound infection, abscesses, septic arthritis, conjunctivitis, endocarditis, meningitis, otitis",
1878,Pseudomonas luteola P.,"Bacteraemia, endocarditis, CAPD peritonitis",
1879,Pseudomonas mendocina P.,"Bacteraemia, UTI, wound infection, abscesses, septic arthritis, conjunctivitis, endocarditis, meningitis, otitis",
1880,Pseudomonas monteilii P.,"Bacteraemia, UTI, wound infection, abscesses, septic arthritis, conjunctivitis, endocarditis, meningitis, otitis",
1881,Pseudomonas mosselii P.,"Bacteraemia, UTI, wound infection, abscesses, septic arthritis, conjunctivitis, endocarditis, meningitis, otitis",
1882,Pseudomonas oryzihabitans P.,"Septicaemia, eye infection, CAPD peritonitis",
1883,Pseudomonas otitidis P.,"Bacteraemia, UTI, wound infection, abscesses, septic arthritis, conjunctivitis, endocarditis, meningitis, otitis",
1884,Pseudomonas pertucinogena P.,"Bacteraemia, UTI, wound infection, abscesses, septic arthritis, conjunctivitis, endocarditis, meningitis, otitis",
1885,Pseudomonas pseudoalcaligenes P.,"Bacteraemia, UTI, wound infection, abscesses, septic arthritis, conjunctivitis, endocarditis, meningitis, otitis",
1886,Pseudomonas putida P.,"Bacteraemia, UTI, wound infection, abscesses, septic arthritis, conjunctivitis, endocarditis, meningitis, otitis",
1887,Pseudomonas stutzeri P.,"Bacteraemia, UTI, wound infection, abscesses, septic arthritis, conjunctivitis, endocarditis, meningitis, otitis",
1888,Pseudonocardia autotrophica P.,,
1889,Pseudopropionibacterium propionicum P.,"Abscesses, endocarditis, bacteraemia, septic arthritis, endophthalmitis",
1890,Pseudoramibacter alactolyticus P.,"Periodontal disease, wound infection, abscesses",
1891,Pseudoterranova decipiens P.,anisakiasis,
1892,Psychrobacter immobilis P.,"Meningitis, bacteraemia, eye infection",
1893,Psychrobacter phenylpyruvicus P.,"Meningitis, bacteraemia, eye infection",
1894,Punta Toro phlebovirus PTPV,,
1895,Purpureocillium lilacinum P.,,
1896,Puumala orthohantavirus POV,,
1897,Puumala virus PV,nephropathia epidemica;hemorrhagic fever with renal syndrome,
1898,Pyrenochaeta cava P.,,
1899,Pythium insidiosum P.,,
1900,Qalyub orthonairovirus QOV,,
1901,Quambalaria cyanescens Q.,,
1902,Quang Binh virus QBV,,
1903,Quezon orthohantavirus QOV,,
1904,Rabies lyssavirus RLV,,
1905,Rahnella aquatilis R.,"UTI, septicaemia",
1906,Ralstonia insidiosa R.,"Meningitis, peritonitis, bacteraemia, UTI, pulmonary infection",
1907,Ralstonia mannitolilytica R.,"Meningitis, peritonitis, bacteraemia, UTI, pulmonary infection",
1908,Ralstonia pickettii R.,"Meningitis, peritonitis, bacteraemia, UTI, pulmonary infection",
1909,Raoultella ornithinolytica R.,"Bacteraemia, UTI, surgical sepsis, pancreatitis",
1910,Raoultella planticola R.,"Bacteraemia, UTI, surgical sepsis, pancreatitis",
1911,Raoultella terrigena R.,"Bacteraemia, UTI, surgical sepsis, pancreatitis",
1912,Rasamsonia argillacea R.,,
1913,Rasbo bacterium R.,"Pneumonia, pericarditis",
1914,Rattus norvegicus R.,Korean hemorrhagic fever,
1915,Razdan virus RV,,
1916,Respiratory syncytial virus RSV,,
1917,Reston ebolavirus EBOV,,
1918,Rhinocladiella aquaspersa R.,,
1919,Rhinocladiella atrovirens R.,,
1920,Rhinocladiella basitona R.,,
1921,Rhinocladiella mackenziei R.,phaeohyphomycosis,
1922,Rhinocladiella similis R.,,
1923,Rhinosporidium seeberi R.,,
1924,Rhinovirus A RAV,,
1925,Rhinovirus B RBV,,
1926,Rhipicephalus pumilio R.,Astrakhan spotted fever,
1927,Rhipicephalus sanguineus R.,Astrakhan spotted fever;Indian tick typhus;Israeli tick typhus;boutonneuse fever,
1928,Rhizomucor miehei R.,,
1929,Rhizomucor pusillus R.,,
1930,Rhizopus azygosporus R.,,
1931,Rhizopus homothallicus R.,,
1932,Rhizopus microsporus R.,,
1933,Rhizopus oryzae R.,,
1934,Rhizopus schipperae R.,,
1935,Rhizopus stolonifer R.,,
1936,Rhodococcus equi R.,"Bacteraemia, osteomyelitis, lung abscesses",
1937,Rhodotorula diobovata R.,,
1938,Rhodotorula mucilaginosa R.,,
1939,Rhodotorula sphaerocarpa R.,,
1940,Rhodotorula toruloides R.,,
1941,Ricinus communis ricin R.,Ricin poisoning,
1942,Rickettsia R.,spotted fever;typhus,
1943,Rickettsia africae R.,African tick-bite fever;Rickettsial spotted fever; tick typhus; tick-bite fever; rickettsialpox,
1944,Rickettsia akari R.,rickettsialpox;Rickettsial spotted fever; tick typhus; tick-bite fever; rickettsialpox,
1945,Rickettsia australis R.,Queensland tick typhus;Rickettsial spotted fever; tick typhus; tick-bite fever; rickettsialpox,
1946,Rickettsia conorii R.,Rickettsial spotted fever; tick typhus; tick-bite fever; rickettsialpox,"disturbed vision,  fever,  headache,  joint pain,  malaise,  rash,  vertigo,  arthritis,  hyperthermia,  myalgia,  tache noire, disturbed vision,"
1947,Rickettsia conorii str. Malish 7 R.,Rickettsiosis,
1948,Rickettsia conorii subsp. caspia R.,Rickettsiosis,
1949,Rickettsia conorii subsp. conorii R.,Rickettsiosis,
1950,Rickettsia conorii subsp. indica R.,Rickettsiosis,
1951,Rickettsia conorii subsp. israelensis R.,Israeli tick typhus,
1952,Rickettsia felis R.,Flea-borne rickettsiosis;Rickettsial spotted fever; tick typhus; tick-bite fever; rickettsialpox,
1953,Rickettsia felis URRWXCal2 R.,Spotted Fevers,
1954,Rickettsia heilongjiangensis R.,Far Eastern spotted fever,
1955,Rickettsia helvetica R.,aneruptive fever,
1956,Rickettsia honei R.,Flinders Island spotted fever;Rickettsial spotted fever; tick typhus; tick-bite fever; rickettsialpox,
1957,Rickettsia japonica R.,Japanese spotted fever;Rickettsial spotted fever; tick typhus; tick-bite fever; rickettsialpox,
1958,Rickettsia parkeri R.,Rickettsia parkeri spotted fever,
1959,Rickettsia prowazekii R.,Epidemic Typhus;Rickettsial spotted fever; tick typhus; tick-bite fever; rickettsialpox,"asthenia,  coma,  conjunctivitis,  cough,  delirium,  diarrhea,  fever,  headache,  joint pain,  purpuric rash,  severe myalgia,  splenomegaly,  vomiting,  abdominal discomfort,  anorexia,  atrial fibrillation,  chills,  confusion,  cyclic fever,  dehydration,  expressive aphasia,  hematuria,  impaired coordination,  malaise,  neurological and physiological symptom,  abdominal pain,  disturbed vision,  meningismus,  nausea,  photophobia,  pneumonitis,  seizure,  stupor,  tinnitus, asthenia,"
1960,Rickettsia rickettsii R.,Rickettsial spotted fever; tick typhus; tick-bite fever; rickettsialpox,"abdominal pain,  anorexia,  cough,  dehydration,  fever,  irritability,  lethargy,  maculopapular rash,  malaise,  myalgia,  nausea,  photophobia,  thick white exudate on tongue,  vomiting, abdominal pain,"
1961,Rickettsia sibirica R.,Siberian tick typhus;Rickettsial spotted fever; tick typhus; tick-bite fever; rickettsialpox,
1962,Rickettsia sibirica subsp. mongolitimonae R.,"Rickettsial spotted fever, tick typhus, tick-bite fever, rickettsialpox",
1963,Rickettsia slovaca R.,"Rickettsial spotted fever, tick typhus, tick-bite fever, rickettsialpox",
1964,Rickettsia typhi R.,Endemic typhus;Rickettsial spotted fever; tick typhus; tick-bite fever; rickettsialpox,"abdominal pain,  bloody stool,  chills,  conjunctivitis,  fatigue,  fever,  frontal headache,  hepatosplenomegaly,  meningismus,  myalgia,  nausea,  photophobia,  vomiting, abdominal pain,"
1965,Rickettsia typhi str. Wilmington R.,Endemic typhus,
1966,Rift Valley fever phlebovirus RVFPV,,
1967,Rift Valley fever virus RVFV,Rift Valley fever,
1968,Rio Bravo virus RBV,,
1969,Rodentibacter pneumotropicus R.,"Wound infection, septicaemia, abscesses, pneumonia, endocarditis, meningitis",
1970,Rosavirus A RAV,,
1971,Roseomonas cervicalis R.,"Bacteraemia, wound infection, peritonitis",
1972,Roseomonas gilardii subsp. gilardii R.,"Bacteraemia, wound infection, peritonitis",
1973,Roseomonas gilardii subsp. rosea R.,"Bacteraemia, wound infection, peritonitis",
1974,Roseomonas mucosa R.,"Bacteraemia, wound infection, peritonitis",
1975,Ross River virus RRV,Ross River fever,
1976,Rotavirus A RAV,,
1977,Rotavirus B RBV,,
1978,Rotavirus C RCV,,
1979,Rotavirus H RHV,,
1980,Rotavirus I RIV,,
1981,Rothia dentocariosa R.,"Endocarditis, abscesses",
1982,Rothia mucilaginosa R.,"Endocarditis, meningitis, neutropenic sepsis, necrotizing fasciitis",
1983,Royal Farm virus RFV,,
1984,Rubella virus RV,,
1985,Ruminococcus flavefaciens R.,"Abdominal sepsis, abscesses",
1986,SARS coronavirus SEVERE ACUTE RESPIRATORY SYNDROME,severe acute respiratory syndrome,"fever,  body ache,  diarrhea,  dry cough,  pneumonia,  chills, fever,"
1987,SARS-related coronavirus SEVERE ACUTE RESPIRATORY SYNDROME,,
1988,SFTS phlebovirus SPV,,
1989,Sabethes S.,yellow fever,
1990,Sabia mammarenavirus SMV,Brazilian hemorrhagic fever,
1991,Saboya virus SV,,
1992,Saccharomyces cerevisiae S.,,
1993,Saksenaea vasiformis S.,,
1994,Salehabad phlebovirus SPV,,
1995,Salem virus SV,,
1996,Sali virus A SAV,,
1997,Salmo salar S.,Atlantic salmon allergy,
1998,Salmonella S.,Septicemia,"abdominal cramp,  hemorrhagic diarrhea,  fever,  poor feeding, abdominal cramp,"
1999,Salmonella bongori S.,Enteritis;Gastroenteritis; enteric fever; osteomyelitis,"diarrhea,  fever, diarrhea,"
2000,Salmonella bongori 12149 S.,unknown,
2001,Salmonella choleraesuis subsp. arizonae S.,"Gastroenteritis, enteric fever, osteomyelitis",
2002,Salmonella choleraesuis subsp. choleraesuis S.,"Gastroenteritis, enteric fever, osteomyelitis",
2003,Salmonella choleraesuis subsp. diarizonae S.,"Gastroenteritis, enteric fever, osteomyelitis",
2004,Salmonella choleraesuis subsp. houtenae S.,"Gastroenteritis, enteric fever, osteomyelitis",
2005,Salmonella choleraesuis subsp. indica S.,"Gastroenteritis, enteric fever, osteomyelitis",
2006,Salmonella choleraesuis subsp. salamae S.,"Gastroenteritis, enteric fever, osteomyelitis",
2007,Salmonella enterica S.,Gastroenteritis,"abdominal pain,  chest pain,  conscious disturbance,  cough,  cyanosis,  diarrhea,  fever,  hip pain,  hypotension,  joint pain,  low backache,  malaise,  nausea,  seizure,  shock,  vomiting,  wound discharge, abdominal pain,"
2008,Salmonella enterica IIIb 50:k:z S.,Salmonella enteritis,
