,pathogen,source,disease,tsource,ttype,portal,infection_atts,tatts,TBD
10000138,Yersinia pestis,Homo sapiens,Pneumonic plague,air,airborne,respiratory system,PMID:10807389;PMID:8975114;symptom=bloody sputum;symptom=chest pain;symptom=chills;symptom=cough;symptom=dyspnea;symptom=extreme fatigue;symptom=fever;symptom=headache;symptom=sudden onset of fever,PMID:10807389;PMID:8975114,
10000139,Yersinia pestis,Homo sapiens,Septicemic plague,Arthropoda,vector-borne gastro-intestinal,blood vessel,PMID:8975114;symptom=abdominal pain;symptom=bubo;symptom=chills;symptom=diarrhea;symptom=extreme exhaustion;symptom=fever;symptom=gangrene;symptom=mouth bleeding;symptom=shock;symptom=vomiting,PMID:8975114,
10000140,Yersinia pestis,Homo sapiens,Septicemic plague,unknown,unknown,blood vessel,PMID:8975114,PMID:8975114,
10000141,Yersinia pestis Angola,Homo sapiens,Plague,unknown,unknown,unknown,PMID:15368893,PMID:15368893,
10000142,Yersinia pestis CO92,Homo sapiens,Plague,unknown,unknown,unknown,PMID:11586360,PMID:11586360,
10000143,Yersinia pestis CO92,Homo sapiens,Pneumonic plague,air,airborne,respiratory system,PMID:11586360,PMID:11586360,
10000144,Yersinia pestis CO92,Felis catus,Plague,unknown,unknown,unknown,PMID:11586360,PMID:11586360,
10000145,Yersinia pestis KIM,Homo sapiens,Plague,unknown,unknown,unknown,PMID:15368893,PMID:15368893,
10000146,Yersinia pestis KIM,Homo sapiens,Bubonic plague,Arthropoda,vector-borne gastro-intestinal,skin,PMID:12142430,PMID:12142430,
10000147,Yersinia pestis KIM,Homo sapiens,Pneumonic plague,air,airborne,respiratory system,,,
10000148,Yersinia pestis biovar Microtus str. 91001,Microtus brandti,Plague,unknown,unknown,unknown,PMID:15368893,PMID:15368893,
10000149,Brucella sp.,Bos taurus,Brucellosis,unknown,unknown,unknown,URL:http://www.aphis.usda.gov/publications/animal_health/content/printable_version/faq_brucellosis.pdf;symptom=decreased milk production;symptom=loss of weight;symptom=abortion;symptom=infertility;symptom=lameness,URL:http://www.aphis.usda.gov/publications/animal_health/content/printable_version/faq_brucellosis.pdf,
10000150,Brucella sp.,Homo sapiens,Brucellosis,food,vehicle-borne ingestion,gastrointestinal system,PMID:14769288,PMID:14769288,
10000151,Brucella sp.,Homo sapiens,Brucellosis,food,vehicle-borne ingestion,gastrointestinal system,PMID:14769288,PMID:14769288,
10000152,Brucella sp.,Homo sapiens,Brucellosis,aerosol,droplet spread,respiratory system,PMID:14769288,PMID:14769288,
10000153,Brucella sp.,Homo sapiens,Brucellosis,air,airborne,respiratory system,PMID:14769288;PMID:6939379,PMID:14769288;PMID:6939379,
10000154,Brucella sp.,Homo sapiens,Brucellosis,unknown,contact,skin,PMID:14769288,PMID:14769288,
10000155,Brucella sp.,Homo sapiens,Brucellosis,tissue,contact,skin,PMID:6939379,PMID:6939379,
10000156,Brucella sp.,Homo sapiens,Brucellosis,biological product,vehicle-borne medical,unknown,,,
10000157,Brucella sp.,Homo sapiens,Brucellosis,fomite,vehicle-borne fomite,respiratory system,,,
10000158,Brucella sp.,Vulpes vulpes,Brucellosis,unknown,unknown,unknown,,,
10000159,Brucella sp.,Syncerus caffer,Brucellosis,unknown,unknown,unknown,,,
10000160,Brucella melitensis,Bos taurus,Brucellosis,unknown,unknown,unknown,PMID: 19208979;URL:http://www.aphis.usda.gov/publications/animal_health/content/printable_version/faq_brucellosis.pdf;symptom=decreased milk production;symptom=loss of weight;symptom=abortion;symptom=infertility;symptom=lameness,PMID: 19208979;URL:http://www.aphis.usda.gov/publications/animal_health/content/printable_version/faq_brucellosis.pdf,
10000161,Brucella melitensis,Rupicapra rupicapra,Brucellosis,unknown,unknown,unknown,,,
10000162,Brucella melitensis,Capra ibex,Brucellosis,unknown,unknown,unknown,,,
10000163,Brucella melitensis,Capra hircus,Brucellosis,air,airborne,respiratory system,,,
10000164,Brucella melitensis,Ovis aries,Brucellosis,unknown,unknown,unknown,URL:http://www.cdc.gov/ncidod/dbmd/diseaseinfo/brucellosis_t.htm;URL:http://www.aphis.usda.gov/publications/animal_health/content/printable_version/faq_brucellosis.pdf;symptom=decreased milk production;symptom=loss of weight;symptom=abortion;symptom=infertility;symptom=lameness;PMID:15959815;infection_cvterm=is_reservoir,URL:http://www.cdc.gov/ncidod/dbmd/diseaseinfo/brucellosis_t.htm;URL:http://www.aphis.usda.gov/publications/animal_health/content/printable_version/faq_brucellosis.pdf;PMID:1595981,
10000165,Brucella melitensis,Homo sapiens,Brucellosis,food,vehicle-borne ingestion,gastrointestinal system,,,
10000166,Brucella melitensis,Homo sapiens,Brucellosis,air,airborne,respiratory system,PMID:3812841,PMID:3812841,
10000167,Brucella melitensis,Homo sapiens,Brucellosis,fomite,vehicle-borne fomite,respiratory system,,,
10000168,Brucella melitensis,Homo sapiens,Brucellosis,unknown,contact,unknown,,,
10000169,Brucella melitensis,Homo sapiens,Brucellosis,unknown,contact,skin,PMID:19141748,PMID:19141748,
10000170,Brucella melitensis,Homo sapiens,Brucellosis,biological product,vehicle-borne medical,unknown,,,
10000171,Brucella melitensis,Homo sapiens,Brucellosis,unknown,unknown,unknown,PMID:15879907;URL:http://www.cdc.gov/ncidod/dbmd/diseaseinfo/brucellosis_g.htm;symptom=fever;symptom=sweat;symptom=headache;symptom=backache;symptom=weakness,PMID:15879907;URL:http://www.cdc.gov/ncidod/dbmd/diseaseinfo/brucellosis_g.htm,
10000172,Brucella melitensis,Homo sapiens,Brucellosis,aerosol,droplet spread,respiratory system,PMID:2007637,PMID:2007637,
10000173,Brucella melitensis,Homo sapiens,Chronic meningitis,unknown,unknown,unknown,,,
10000175,Brucella melitensis 16M,Homo sapiens,Brucellosis,air,airborne,respiratory system,,,
10000176,Brucella melitensis 16M,Homo sapiens,Brucellosis,unknown,contact,skin,,,
10000177,Brucella melitensis,Homo sapiens,Brucellosis,unpasteurized sheep milk cheese,vehicle-borne ingestion,gastrointestinal system,PMID:15959815,PMID:15959815,
10000178,Brucella abortus,Homo sapiens,Brucellosis,unknown,unknown,unknown,URL:http://www.cdc.gov/ncidod/dbmd/diseaseinfo/brucellosis_g.htm;symptom=fever;symptom=sweat;symptom=headache;symptom=backache;symptom=weakness,URL:http://www.cdc.gov/ncidod/dbmd/diseaseinfo/brucellosis_g.htm,
10000179,Brucella abortus,Homo sapiens,Brucellosis,air,airborne,respiratory system,PMID:10790142,PMID:10790142,
10000180,Brucella abortus,Homo sapiens,Brucellosis,unknown,contact,skin,,,
10000181,Brucella abortus,Homo sapiens,Brucellosis,food,vehicle-borne ingestion,gastrointestinal system,,,
10000182,Brucella abortus,Bison bison,Brucellosis,unknown,unknown,unknown,URL:http://www.aphis.usda.gov/animal_health/animal_diseases/brucellosis/downloads/bruc-facts.pdf,URL:http://www.aphis.usda.gov/animal_health/animal_diseases/brucellosis/downloads/bruc-facts.pdf,
10000183,Brucella abortus,Cervus elaphus,Brucellosis,unknown,unknown,unknown,URL:http://www.cdc.gov/mmwr/PDF/wk/mm5453.pdf,,
10000184,Brucella abortus,Bos taurus,Brucellosis,unknown,unknown,unknown,URL:http://www.cdc.gov/ncidod/dbmd/diseaseinfo/brucellosis_g.htm;URL:http://www.aphis.usda.gov/publications/animal_health/content/printable_version/faq_brucellosis.pdf;symptom=decreased milk production;symptom=loss of weight;symptom=abortion;symptom=infertility;symptom=lameness;PMID:15959815;infection_cvterm=is_reservoir,URL:http://www.cdc.gov/ncidod/dbmd/diseaseinfo/brucellosis_g.htm;PMID:15959815;URL:http://www.aphis.usda.gov/publications/animal_health/content/printable_version/faq_brucellosis.pdf,
10000185,Brucella abortus,Canis latrans,Brucellosis,unknown,unknown,unknown,,,
10000186,Brucella abortus,Syncerus caffer,Brucellosis,unknown,unknown,unknown,URL:http://pathport.vbi.vt.edu/pathinfo/pathogens/abortus_Info.shtml,URL:http://pathport.vbi.vt.edu/pathinfo/pathogens/abortus_Info.shtml,
10000187,Brucella abortus,Camelus dromedarius,Brucellosis,unknown,unknown,unknown,URL:http://pathport.vbi.vt.edu/pathinfo/pathogens/abortus_Info.shtml,URL:http://pathport.vbi.vt.edu/pathinfo/pathogens/abortus_Info.shtml,
10000188,Brucella abortus,Bos grunniens,Brucellosis,unknown,unknown,unknown,URL:http://pathport.vbi.vt.edu/pathinfo/pathogens/abortus_Info.shtml,URL:http://pathport.vbi.vt.edu/pathinfo/pathogens/abortus_Info.shtml,
10000189,Brucella abortus,Homo sapiens,Chronic meningitis,unknown,unknown,unknown,,,
10000190,Brucella abortus,Homo sapiens,Endocarditis,unknown,unknown,unknown,,,
10000192,Brucella suis,Homo sapiens,Chronic meningitis,unknown,unknown,meninge,,,
10000193,Brucella suis,Rangifer tarandus groenlandicus,Brucellosis,unknown,unknown,unknown,URL:http://www.aphis.usda.gov/animal_health/animal_diseases/brucellosis/downloads/bruc-facts.pdf,URL:http://www.aphis.usda.gov/animal_health/animal_diseases/brucellosis/downloads/bruc-facts.pdf,
10000194,Brucella suis,Rangifer tarandus tarandus,Brucellosis,unknown,unknown,unknown,URL:http://www.aphis.usda.gov/animal_health/animal_diseases/brucellosis/downloads/bruc-facts.pdf,URL:http://www.aphis.usda.gov/animal_health/animal_diseases/brucellosis/downloads/bruc-facts.pdf,
10000195,Brucella suis,Odocoileus virginianus,Brucellosis,unknown,unknown,unknown,,,
10000196,Brucella suis,Bison bison,Brucellosis,unknown,unknown,unknown,URL:http://www.aphis.usda.gov/animal_health/animal_diseases/brucellosis/downloads/bruc-facts.pdf,URL:http://www.aphis.usda.gov/animal_health/animal_diseases/brucellosis/downloads/bruc-facts.pdf,
10000197,Brucella suis,Sus scrofa,Brucellosis,unknown,unknown,unknown,URL:http://www.cdc.gov/ncidod/dbmd/diseaseinfo/brucellosis_t.htm;URL:http://www.aphis.usda.gov/publications/animal_health/content/printable_version/faq_brucellosis.pdf;symptom=decreased milk production;symptom=loss of weight;symptom=abortion;symptom=infertility;symptom=lameness;PMID:15959815;infection_cvterm=is_reservoir,URL:http://www.cdc.gov/ncidod/dbmd/diseaseinfo/brucellosis_t.htm;URL:http://www.aphis.usda.gov/publications/animal_health/content/printable_version/faq_brucellosis.pdf;PMID:15959815,
10000198,Brucella suis,Lepus europaeus,Brucellosis,unknown,unknown,unknown,,,
10000199,Brucella suis,Bos taurus,Brucellosis,unknown,unknown,unknown,URL:http://www.aphis.usda.gov/publications/animal_health/content/printable_version/faq_brucellosis.pdf;symptom=decreased milk production;symptom=loss of weight;symptom=abortion;symptom=infertility;symptom=lameness,URL:http://www.aphis.usda.gov/publications/animal_health/content/printable_version/faq_brucellosis.pdf,
10000200,Brucella suis,Homo sapiens,Brucellosis,unknown,unknown,unknown,URL:http://www.cdc.gov/ncidod/dbmd/diseaseinfo/brucellosis_g.htm;symptom=fever;symptom=sweat;symptom=headache;symptom=backache;symptom=weakness,URL:http://www.cdc.gov/ncidod/dbmd/diseaseinfo/brucellosis_g.htm,
10000201,Brucella suis,Homo sapiens,Brucellosis,air,airborne,respiratory system,,,
10000202,Brucella suis,Homo sapiens,Brucellosis,fomite,vehicle-borne fomite,respiratory system,,,
10000203,Brucella suis,Homo sapiens,Brucellosis,food,vehicle-borne ingestion,gastrointestinal system,,,
10000204,Brucella suis,Homo sapiens,Brucellosis,unknown,contact,skin,,,
10000205,Brucella suis,Homo sapiens,Brucellosis,unknown,contact,unknown,,,
10000206,Brucella suis 1330,Suidae,unknown,unknown,unknown,unknown,,,
10000207,Brucella canis,Canis lupus familiaris,Brucellosis,unknown,unknown,unknown,URL:http://www.cdc.gov/ncidod/dbmd/diseaseinfo/brucellosis_g.htm,,
10000208,Brucella canis,Homo sapiens,Brucellosis,unknown,unknown,unknown,PMID:10585833;URL:http://www.cdc.gov/ncidod/dbmd/diseaseinfo/brucellosis_g.htm;symptom=fever;symptom=sweat;symptom=headache;symptom=backache;symptom=weakness,PMID:10585833;URL:http://www.cdc.gov/ncidod/dbmd/diseaseinfo/brucellosis_g.htm,
10000209,Brucella canis,Homo sapiens,Brucellosis,air,airborne,respiratory system,,,
10000210,Brucella canis,Homo sapiens,Brucellosis,fomite,vehicle-borne fomite,respiratory system,,,
10000211,Brucella canis,Homo sapiens,Brucellosis,food,vehicle-borne ingestion,gastrointestinal system,,,
10000212,Brucella canis,Homo sapiens,Brucellosis,unknown,contact,skin,,,
10000213,Brucella canis,Homo sapiens,Brucellosis,unknown,contact,unknown,,,
10000214,Burkholderia mallei,Homo sapiens,Glanders,Homo sapiens,contact,skin,PMID:10923853;PMID:11474663;PMID:11474663;symptom=lymphadenitis;symptom=lymphangitis;symptom=multiple abscesses,PMID:10923853;PMID:11474663;PMID:11474663,
10000215,Burkholderia mallei,Equus caballus,Glanders,air,airborne,respiratory system,PMID:12240535;symptom=nasal discharge;symptom=respiratory tract mucosa ulcer;symptom=suppurative pneumonia,PMID:12240535,
10000216,Burkholderia mallei,Homo sapiens,Glanders,unknown,contact,mucous membrane,,,
10000217,Burkholderia mallei,Homo sapiens,Glanders,air,airborne,respiratory system,PMID:1567784;PMID:14742564;PMID:14742564;symptom=pneumonia;symptom=pustule,PMID:1567784;PMID:14742564;PMID:14742564,
10000218,Burkholderia mallei,Homo sapiens,Septicemia,not curated,contact,skin,PMID:15677841,PMID:15677841,
10000219,Burkholderia mallei,Homo sapiens,Septicemia,air,airborne,respiratory system,PMID:15677841,PMID:15677841,
10000221,Burkholderia mallei ATCC 10399,Equus caballus,Glanders,unknown,unknown,respiratory system,PMID:16525089,PMID:16525089,
10000223,Burkholderia mallei ATCC 23344,Equus caballus,Glanders,unknown,unknown,unknown,PMID:16466896;PMID:15377793;PMID:15377793,PMID:16466896;PMID:15377793;PMID:15377793,
10000224,Burkholderia mallei FMH,Homo sapiens,Glanders,unknown,unknown,unknown,,,
10000225,Burkholderia mallei GB8 horse 4,Equus caballus,Glanders,unknown,unknown,unknown,,,
10000226,Burkholderia mallei JHU,Homo sapiens,Glanders,unknown,unknown,unknown,,,
10000228,Burkholderia mallei SAVP1,Equus caballus,Glanders,unknown,unknown,unknown,,,
10000229,Burkholderia mallei,Capra hircus,Glanders,unknown,unknown,unknown,PMID:16466896,PMID:16466896,
10000230,Burkholderia mallei,Canis lupus familiaris,Glanders,unknown,unknown,unknown,PMID:16466896,PMID:16466896,
10000231,Burkholderia mallei,Felis catus,Glanders,unknown,unknown,unknown,PMID:16466896,PMID:16466896,
10000232,Burkholderia mallei,Mus,Glanders,unknown,unknown,unknown,PMID:14742564,PMID:14742564,
10000233,Burkholderia mallei,Cavia,Glanders,unknown,unknown,unknown,PMID:14742564,PMID:14742564,
10000234,Burkholderia mallei,Oryctolagus cuniculus,Glanders,unknown,unknown,unknown,PMID:14742564,PMID:14742564,
10000235,Burkholderia mallei,Simiiformes,Glanders,unknown,unknown,unknown,PMID:14742564,PMID:14742564,
10000236,Burkholderia mallei,Cricetinae,Glanders,unknown,unknown,unknown,PMID:14742564,PMID:14742564,
10000237,Burkholderia mallei,Panthera leo,Glanders,unknown,unknown,unknown,PMID:14742564,PMID:14742564,
10000238,Burkholderia mallei,Ovis aries,Glanders,unknown,unknown,unknown,PMID:11105952,PMID:11105952,
10000239,Burkholderia mallei,Carnivora,Glanders,food,vehicle-borne ingestion,gastrointestinal system,PMID:11105952;PMID:16466896;PMID:16466896,PMID:11105952;PMID:16466896;PMID:16466896,
10000240,Burkholderia mallei,Equus caballus,Glanders,not curated,contact,skin,PMID:12240535;symptom=pustule;symptom=skin ulcer,PMID:12240535,
10000241,Burkholderia mallei,Equus caballus,Glanders,unknown,unknown,unknown,PMID:10209817;PMID:12240535;PMID:12734250;PMID:15635021;PMID:15677841;PMID:16115091;PMID:695232;PMID:7038356;PMID:16115091;PMID:16115091,PMID:10209817;PMID:12240535;PMID:12734250;PMID:15635021;PMID:15677841;PMID:16115091;PMID:695232;PMID:7038356;PMID:16115091;PMID:16115091,
10000242,Burkholderia mallei,Homo sapiens,Glanders,unknown,unknown,unknown,PMID:12240535;PMID:14742564,PMID:12240535;PMID:14742564,
10000243,Burkholderia mallei,Homo sapiens,Glanders,not curated,contact,unknown,PMID:10923853;PMID:11474663;PMID:11474663;symptom=abdominal pain;symptom=fatigue;symptom=fever;symptom=malaise;symptom=night sweats;symptom=weight loss,PMID:10923853;PMID:11474663;PMID:11474663,
10000244,Burkholderia mallei,Canis lupus familiaris,Glanders,not curated,contact,skin,,,
10000245,Burkholderia mallei,Canis lupus familiaris,Glanders,aerosol,droplet spread,respiratory system,,,
10000246,Burkholderia mallei,Canis lupus familiaris,Glanders,air,airborne,respiratory system,,,
10000247,Burkholderia mallei,Canis lupus familiaris,Glanders,food,vehicle-borne ingestion,gastrointestinal system,,,
10000248,Burkholderia mallei,Capra hircus,Glanders,not curated,contact,skin,,,
10000249,Burkholderia mallei,Capra hircus,Glanders,aerosol,droplet spread,respiratory system,,,
10000250,Burkholderia mallei,Capra hircus,Glanders,air,airborne,respiratory system,,,
10000251,Burkholderia mallei,Capra hircus,Glanders,food,vehicle-borne ingestion,gastrointestinal system,,,
10000252,Burkholderia mallei,Equus asinus,Glanders,not curated,contact,skin,,,
10000253,Burkholderia mallei,Equus asinus,Glanders,aerosol,droplet spread,respiratory system,,,
10000254,Burkholderia mallei,Equus asinus,Glanders,air,airborne,respiratory system,,,
10000255,Burkholderia mallei,Equus asinus,Glanders,food,vehicle-borne ingestion,gastrointestinal system,,,
10000260,Burkholderia mallei ATCC 23344,Homo sapiens,Glanders,not curated,contact,skin,,,
10000261,Burkholderia mallei,Equus caballus,Glanders,aerosol,droplet spread,respiratory system,,,
10000262,Burkholderia mallei,Equus caballus,Glanders,food,vehicle-borne ingestion,gastrointestinal system,,,
10000263,Burkholderia mallei,Felis catus,Glanders,unknown,contact,skin,,,
10000264,Burkholderia mallei,Felis catus,Glanders,aerosol,droplet spread,respiratory system,,,
10000265,Burkholderia mallei,Felis catus,Glanders,air,airborne,respiratory system,,,
10000266,Burkholderia mallei,Felis catus,Glanders,food,vehicle-borne ingestion,gastrointestinal system,,,
10000267,Burkholderia mallei,Homo sapiens,Glanders,aerosol,droplet spread,respiratory system,,,
10000268,Burkholderia mallei,Homo sapiens,Glanders,food,vehicle-borne ingestion,gastrointestinal system,,,
10000269,Burkholderia pseudomallei,Homo sapiens,Pneumonia,air,airborne,respiratory system,PMID:15831829;PMID:14516149;PMID:14516149,PMID:15831829;PMID:14516149;PMID:14516149,
10000271,Burkholderia pseudomallei,Homo sapiens,Melioidosis,unknown,unknown,unknown,,,
10000272,Burkholderia pseudomallei,Homo sapiens,Melioidosis,not curated,contact,skin,PMID:15831829;PMID:14516149;PMID:14516149,PMID:15831829;PMID:14516149;PMID:14516149,
10000273,Burkholderia pseudomallei,Homo sapiens,Melioidosis,unknown,unknown,prostate,PMID:15831829;PMID:14516149;PMID:14516149,PMID:15831829;PMID:14516149;PMID:14516149,
10000274,Burkholderia pseudomallei,Homo sapiens,Melioidosis,unknown,unknown,urogenital system,PMID:15831829;PMID:14516149;PMID:14516149,PMID:15831829;PMID:14516149;PMID:14516149,
